SALE,YEAR,STYLE,ARTNO,ARTISTNO,INDATE,MATERIAL,SIZE,TOPIC,PRICE
,1997,1,14,178,1999/3/27,1,4F,淡水街景,60000
,1996,1,15,13,1999/3/27,3,50*67cm,牧童嬉春,
,1986,1,16,13,1999/3/27,3,60*92cm,灌蟋蟀,
,1997,1,17,13,1999/3/27,3,68*102cm,瓜瓞綿綿,
,1960,5,18,186,1999/3/27,1,15M,靜物-2,900000
,1999,3,19,186,1999/3/27,1,30F,童年自畫像,0
,1998,5,34,163,1999/3/2,1,6F,嬌豔,36000
,1998,5,35,163,1999/3/2,1,6F,吉祥花開,36000
,1993,1,20,204,1999/3/27,膠彩,25P,廟前童心,200000
,1999,1,21,204,1999/3/2,膠彩,20F,春到,160000
,1999,1,22,83,1999/3/27,1,10F,農村小巷,200000
,1999,1,24,83,1999/3/27,1,8F,穀倉,160000
,,1,25,239,1999/4/3,2,,捉螢火虫,30000
,,1,26,239,1999/4/3,2,,火金姑來吃茶,30000
,,1,27,239,1999/4/3,2,,花好月圓,20000
,1997,1,28,239,1999/4/3,2,4K,雞之家,
,1999,1,29,239,1999/4/3,壓克力,6F,夏夜,60000
,1999,1,30,206,1999/4/3,2,38*28,大湖風光,35000
,1999,1,31,206,1999/4/3,2,37*27,瑞芳一景,35000
,1999,1,32,206,1999/4/3,2,37*27,瑞芳後街,35000
,1976,5,801,57,1999/5/1,1,15F,桌上靜物,1050000
,1999,5,1,8,1999/5/30,1,4F,胡瓜,44000
,1999,1,2,8,1999/5/30,1,4F,老樹與古厝,44000
,1999,5,3,8,1999/5/30,1,4F,向日葵,44000
,1999,1,4,8,1999/5/30,1,4F,洲子灣農村,44000
,1999,1,1,8,1999/6/11,1,15F,賞荷,150000
,1999,1,2,8,1999/6/11,1,4F,荷與紅冠水雞-1,44000
,1999,1,3,8,1999/6/11,1,4F,荷與紅冠水雞-2,44000
,1999,5,2,233,1999/9/30,1,8F,玫瑰心情-2,48000
,1984,5,14,178,1998/4/18,1,20F,向日葵,300000
,1995,5,15,178,1998/4/18,1,10P,白花與果,150000
,1998,1,5,240,1899/12/31,1,2F,龍洞岩場,14000
,1998,1,11,240,1899/12/31,1,4F,嘉南秋色,28000
,1998,1,12,240,1899/12/31,1,4F,黃金海口,28000
,1999,1,13,240,1899/12/31,1,4F,秋溪釣客,28000
,1999,1,14,240,1899/12/31,1,4F,美濃東門,28000
,1999,1,15,240,1899/12/31,1,4F,安平古砲,28000
,1996,1,16,240,1899/12/31,1,4F,陽明山楓情,28000
,1999,5,17,240,1899/12/31,1,4F,滿室生香,28000
,1997,1,18,240,1899/12/31,1,4F,淡水親情,28000
,1999,1,37,215,1899/12/31,1,3F,嘉義衫池,60000
,1999,1,40,215,1899/12/31,1,2F,火燒島,40000
,1996,1,45,224,1899/12/31,1,3F,淡江之秋,39000
,1999,4,117,128,1902/1/12,1,4F,裸女,120000
,1999,1,49,128,1899/12/31,1,3F,牛,90000
,1999,1,51,128,1899/12/31,1,2F,蘭嶼,60000
,1991,1,53,178,1899/12/31,,3F,酒店,45000
,1997,5,54,178,1899/12/31,1,3F,魚,45000
,1997,1,55,178,1899/12/31,1,3F,眺望觀音山,45000
,1997,5,57,178,1899/12/31,1,4F,玫瑰花,60000
,1995,5,1,178,1999/11/10,1,6F,花與瓶,90000
,1998,1,2,178,1999/11/10,1,8P,龍鑾潭-鵝鑾鼻風光,120000
,1999,5,60,8,1899/12/31,1,1F,雙喜罐,18000
,1999,5,65,8,1899/12/31,1,1F,下午茶,18000
,1999,5,69,8,1899/12/31,1,4F,蜜李,44000
,1999,1,70,8,1899/12/31,1,4F,蓮花池,44000
,1999,1,72,8,1899/12/31,1,4F,荷花-1,44000
,1999,1,73,8,1899/12/31,1,4F,荷花-2,44000
,1999,5,74,8,1899/12/31,1,4F,藍罐玫瑰,44000
,1999,5,75,8,1899/12/31,1,4F,素描簿,44000
,1999,5,76,8,1899/12/31,1,4F,下午茶,44000
,1999,5,77,8,1899/12/31,1,4F,下午茶-3,44000
,1996,1,79,163,1899/12/31,1,4F,清水寺外,24000
,1999,1,82,163,1899/12/31,1,4F,觀音暮色,24000
,1999,1,84,163,1899/12/31,1,4F,淡水夕渡,24000
,1999,5,85,163,1899/12/31,1,3F,金線連,18000
,1998,5,92,3,1899/12/31,1,3F,青果,75000
,1999,1,94,3,1899/12/31,1,3F,美濃風光,75000
,1994,5,95,3,1899/12/31,1,4F,三色堇,100000
,1999,1,97,197,1899/12/31,1,3F,眺望,21000
,1998,5,98,197,1899/12/31,1,3F,花意,21000
,1999,5,99,197,1899/12/31,1,3F,爐語,21000
,1999,1,100,197,1899/12/31,1,3F,牆角,21000
,1999,1,101,197,1899/12/31,1,3F,屋趣,21000
,1999,5,102,197,1899/12/31,1,4F,靜物,28000
,1999,5,105,233,1899/12/31,1,4F,玫瑰宴會,24000
,1999,5,108,233,1899/12/31,1,4F,晨光,24000
,1999,5,111,233,1899/12/31,1,2F,玫瑰-2,14000
,1999,5,112,233,1899/12/31,1,2F,玫瑰-3,14000
,1998,1,19,205,1899/12/31,1,4F,小巷紅壁,48000
,1998,1,20,205,1899/12/31,1,4F,柳營土角厝,48000
,1999,1,21,205,1899/12/31,1,4F,鹽水舊巷,48000
,1999,1,22,205,1899/12/31,1,4F,鹽水紅磚厝,48000
,1999,1,23,205,1899/12/31,1,4F,布袋紅磚厝,48000
,1999,1,27,83,1899/12/31,1,2F,山路,40000
,1999,1,30,83,1899/12/31,1,3F,海岸,60000
,1999,1,31,83,1899/12/31,1,3F,岩石霞光,60000
,1998,1,32,83,1899/12/31,1,3F,櫻花,60000
,1999,1,33,83,1899/12/31,1,3F,故鄉小巷,60000
,1994,1,127,171,1899/12/31,1,3F,西子灣,84000
,1999,1,128,171,1899/12/31,1,3F,西子灣餘暉,84000
,1999,5,129,171,1899/12/31,1,2F,瓶花,56000
,1999,5,130,171,1899/12/31,1,2F,花,56000
,1994,5,133,188,1899/12/31,1,3F,菊花,90000
,1995,5,134,188,1899/12/31,1,3F,黃花,90000
,1993,4,136,188,1899/12/31,1,2F,裸女,60000
,1948,1,137,93,1899/12/31,2,1F,淡江中學,120000
,1999,5,142,54,1899/12/31,1,1F,花季-6,20000
,1999,1,144,178,1899/12/31,1,2F,眺望少女峰,30000
,1999,1,145,178,1899/12/31,1,3F,仰望馬特杭山,45000
,1999,1,146,128,1899/12/31,1,3F,象鼻海岸,96000
,1999,5,149,128,1899/12/31,1,4F,靜物,128000
,1999,1,152,54,1899/12/31,1,4F,龜山島浪花,52000
,2000,5,1,46,1900/3/4,1,8F,美女與野花-1,96000
,2000,5,2,46,1900/3/4,1,8F,美女與野花-2,96000
,2000,5,3,46,1900/3/4,1,8F,美女與野花-3,96000
,2000,5,4,46,1900/3/4,1,8F,美女與野花-4,96000
,2000,5,5,46,1900/3/4,1,10F,美女與野花-5,120000
,2000,5,6,46,1900/3/4,1,10F,美女與野花-6,120000
,1982,1,2,83,1998/4/9,1,12F,農村-1,240000
,1997,1,3,83,1998/4/9,1,20F,梨山-2,400000
,1992,1,4,83,1998/4/9,1,30F,高原,600000
,1998,1,6,83,1998/4/9,1,10F,山景,200000
,1999,4,7,8,1900/3/4,1,15F,野菊花之戀,150000
,1996,4,9,224,1900/3/4,1,10F,黃衣少女,120000
,1996,4,10,224,1900/3/4,1,8F,少女與花,96000
,1998,4,11,224,1900/3/4,1,6F,少女與貓,72000
,1970,5,12,93,1900/3/4,2,10P,野花,800000
,2000,4,13,128,1900/3/4,1,12P,女人與花-1,360000
,2000,4,14,128,1900/3/4,1,8P,女人與花-2,240000
,2000,4,15,128,1900/3/4,1,8P,女人與花-3,240000
,1999,4,16,66,1900/3/4,1,4F,裸女與花,32000
,1999,4,17,66,1900/3/4,1,4F,室內美女,32000
,2000,5,18,233,1900/3/4,1,20F,百合戀情,120000
,2000,5,21,233,1900/3/4,1,10P,鏡花,60000
,1999,5,22,233,1900/3/4,1,8F,野百合,48000
,1999,5,23,233,1900/3/4,1,12F,夕陽紅,72000
,2000,4,26,83,1900/3/4,1,10F,花之情,200000
,2000,1,28,163,1900/3/4,1,8F,紅帽女郎,48000
,2000,1,29,163,1900/3/4,1,10F,花園雙姝,60000
,1990,3,30,241,1900/3/4,1,50*40cm,迎神舞女,96000
,1997,1,1,3,1900/4/12,1,10F,看觀音山,250000
,1996,1,5,3,1900/4/12,1,6F,壽山彩霞,150000
,1990,1,6,3,1900/4/12,1,4F,龍山寺,100000
,1987,1,10,178,1900/4/12,1,6F,淡水教堂,90000
,1993,1,11,79,1900/4/12,1,30F,淡水古巷,300000
,1995,1,13,79,1900/4/12,1,20F,淡水河,200000
,1998,1,14,79,1900/4/12,1,10F,淡水之春,100000
,1998,1,15,79,1900/4/12,1,12F,觀音山夕照,120000
,2000,5,903,54,1900/1/12,1,4F,瓶花-3,52000
,2000,5,904,54,1900/1/12,1,4F,瓶花-4,52000
,1999,1,1,8,1900/5/6,1,30P,太魯閣瀑布,300000
,1999,1,2,8,1900/5/6,1,30P,古厝迎春,300000
,1999,1,3,8,1900/5/6,1,20F,田野菜瓜棚,220000
,1999,1,4,8,1900/5/6,1,25F,香蕉叢-關廟,275000
,1999,1,5,8,1900/5/6,1,15P,竹叢水塘,150000
,1999,1,6,8,1900/5/6,1,30P,恆春水牛,300000
,2000,1,7,8,1900/5/6,1,20P,沼澤水牛,200000
,1997,1,8,8,1900/5/6,1,25P,西港黃牛,275000
,2000,1,9,8,1900/5/6,1,20P,關廟黃牛,200000
,1998,1,10,8,1900/5/6,1,20F,北海漁村,200000
,1999,1,12,8,1900/5/6,1,6F,台東黃牛,66000
,2000,1,13,8,1900/5/6,1,25F,關渡魚船-1,250000
,2000,1,14,8,1900/5/6,1,20P,關渡魚船-2,200000
,2000,1,15,8,1900/5/6,1,15P,關渡魚船-3,165000
,1992,1,16,8,1900/5/6,2,20P,老家,120000
,1999,1,17,8,1900/5/6,2,20P,田野菜瓜棚,120000
,1999,1,18,8,1900/5/6,2,20P,茼蒿花,120000
,1927,1,2,162,1900/5/20,1,8F,玉山遠眺,
,1961,5,3,68,1900/5/20,1,30F,向日葵,
,1965,3,4,68,1900/5/20,1,8P,礦工群相,
,1976,5,9,57,1900/5/20,1,15F,有魚的靜物,
,1973,5,901,93,1992/1/28,1,12F,紅柿,
,1949,5,19,186,1900/5/20,1,10F,花,
,1947,1,21,186,1900/5/20,1,,離別,0
,1942,1,22,186,1900/5/20,1,15M,女孩與街,
,1964,1,25,186,1900/5/20,1,30F,夢裡港口,
,1960,5,28,186,1900/5/20,1,15M,桌上靜物-2,
,1994,1,34,186,1999/3/27,1,30F,歸途,1500000
,1999,3,30,186,1900/5/20,1,30F,童年自畫像,1500000
,,1,32,3,1900/5/20,1,,暗日,
,1987,1,34,3,1900/5/20,1,30F,港口之晨,750000
,1993,5,35,3,1900/5/20,1,6F,五個桃,150000
,1993,1,41,3,1900/5/20,1,30P,淡水風光,
,1997,1,901,8,1909/1/1,1,12P,莊家古厝(052000-73),
,1998,5,76,171,1900/5/20,1,10F,玫瑰花,250000
,1999,1,77,83,1900/5/20,1,10F,農村小巷,200000
,1998,1,78,83,1900/5/20,1,8F,窗前玫瑰,160000
,1990,1,39,206,1997/10/4,2,10P,天母,80000
,1988,1,14,206,1997/10/4,2,10P,基隆港,80000
,1974,1,83,206,1900/5/20,2,50P,台灣農村,
,1998,5,84,178,1900/5/20,1,10P,百花競豔,150000
,1994,1,85,178,1900/5/20,1,6F,淡水白樓,90000
,1989,5,901,160,1900/5/20,1,12F,初秋,204000
,1999,1,901,25,1999/3/27,1,20F,牛墟25-032799-33,300000
,1991,4,94,35,1900/5/20,1,87*57cm,臥室,
,1999,1,96,233,1900/5/20,1,50F,近水樓台,300000
,1999,1,97,233,1900/5/20,1,20F,淡江春暖,120000
,1980,1,802,194,1999/9/15,1,40P,小路,400000
,1994,1,99,196,1900/5/20,1,50F,玉山出雪,
,1992,1,5,196,1995/9/16,1,50P,黎山春曉,350000
,1986,1,1,13,1987/12/19,3,88*100cm,釣青20/70,52000
,1989,1,7,13,1987/12/19,3,88*100cm,養雞圖12/70,80000
,1984,1,11,13,1987/12/19,3,83*97cm,控窯15/70,65000
,1984,1,12,13,1987/12/19,3,92*60cm,灌大蟋蟀5/70,50000
,1986,1,13,13,1987/12/19,3,60*92cm,抓蜻蜓,46000
,1976,1,16,13,1987/12/19,3,66*86cm,鳳梨之鄉,56000
,1972,3,22,13,1987/12/19,3,60*90cm,村童,46000
,1981,1,23,13,1987/12/19,3,50*64cm,蘭嶼木舟下水典禮,40000
,1975,1,26,13,1987/12/19,3,77*52cm,阿美族舞,45000
,1975,3,27,13,1987/12/19,3,77*52cm,國劇化妝,45000
,1977,1,30,13,1987/12/19,3,65*83cm,放風箏,40000
,1976,1,35,13,1987/12/19,3,63*62cm,農忙,52000
,1979,1,37,13,1987/12/19,3,68*60cm,沐,45000
,1979,1,38,13,1987/12/19,3,45*76cm,鬥蟋蟀,40000
,1985,1,39,13,1987/12/19,3,65*65cm,回家,50000
,1974,1,40,13,1987/12/19,3,49*74cm,晨牧,40000
,1979,1,42,13,1987/12/19,3,65*45cm,賣玩偶,30000
,1983,1,43,13,1987/12/19,3,64*64,浮生半日閒,52000
,1979,3,47,13,1987/12/19,3,51*53cm,搖孫仔,35000
,1982,3,52,13,1987/12/19,3,50*50cm,磨粿,40000
,1982,1,54,13,1987/12/19,3,50*50cm,晨曦浣衣,35000
,1981,1,58,13,1987/12/19,3,50*64cm,蘭嶼初夏,45000
,1977,3,59,13,1987/12/19,3,65*66cm,台灣農婦,52000
,2000,1,11,83,1900/6/10,1,10F,高原晨光,200000
,2000,1,12,83,1900/6/10,1,8F,合歡日出,160000
,2000,1,13,83,1900/6/10,1,8F,明潭旭日,160000
,,,1,242,1900/5/26,2,17.5*14,紅綠相趣,60000
,,,2,242,1900/5/26,2,15*13,美齡,40000
,,,3,242,1900/5/26,2,41*25,紫色繽紛,150000
,,,6,242,1900/5/26,2,22*21,倚紅偎綠,60000
,,,7,242,1900/5/26,2,30*21,院內玫瑰花,80000
,,,8,242,1900/5/26,2,29.5*24,荷葉田田,150000
,,,9,242,1900/5/26,2,22*44,春撫濤聲,180000
,,,10,242,1900/5/26,2,44*22,秋華正茂,180000
,,,11,242,1900/5/26,2,21*19,劍蘭蝶舞,70000
,,,12,242,1900/5/26,2,19.5*16,黃色的聖誕花,60000
,,,13,242,1900/5/26,2,19*22,牡丹,60000
,,,14,242,1900/5/26,2,21*18,夜宴,60000
,,,15,242,1900/5/26,2,20*20,紫藤夕陽,60000
,,,16,242,1900/5/26,2,,美麗的美齡蘭,70000
,,,17,242,1900/5/26,2,26*19,紅蘭映日,70000
,,,18,242,1900/5/26,2,18*16,歲朝清供,50000
,,,19,242,1900/5/26,2,14*22,悠遊柳樹下,40000
,,,20,242,1900/5/26,2,22*19,聖紅逾勁,60000
,,,21,242,1900/5/26,2,20*20,紅綠倆濃,60000
,,,22,242,1900/5/26,2,22*20,秋色玉盤,80000
,,,23,242,1900/5/26,2,27*17,鴛尾花,60000
,,,24,242,1900/5/26,2,30*25,溪畔一片黃,120000
,,,25,242,1900/5/26,2,28*28,寒冬紅梅,120000
,,,26,242,1900/5/26,2,19*19,菊,60000
,,,1,242,1900/6/1,2,27*25,荷塘清趣,60000
,,,2,242,1900/6/1,2,51*44,紫櫻繽紛,180000
,,,3,242,1900/6/1,2,48*47,憶溪頭,150000
,,,4,242,1900/6/1,2,24*24,野野的蘭花,50000
,,,6,242,1900/6/1,2,30*27,紅豔欣欣,60000
,,,7,242,1900/6/1,2,23*23,太陽花,60000
,,,8,242,1900/6/1,2,23*23,悠然杜娟,60000
,,,9,242,1900/6/1,2,25*58,爭豔,150000
,,,10,242,1900/6/1,2,22*47,院中的玫瑰,140000
,,,11,242,1900/6/1,2,31*25,綠色的水芋,70000
,,,12,242,1900/6/1,2,26*27,綠意盈盈,90000
,,,13,242,1900/6/1,2,23*33,我的生命,80000
,,,14,242,1900/6/1,2,26*24,綠蔭裡的教堂,80000
,,,15,242,1900/6/1,2,25*27,一片自然,80000
,,,16,242,1900/6/1,2,26*27,桃園又一村,60000
,,,17,242,1900/6/1,2,31*23,五月裡的玫瑰,60000
,,,18,242,1900/6/1,2,28*21,藍色的荷葉,60000
,,,19,242,1900/6/1,2,47*52,生命,240000
,,,20,242,1900/6/1,2,25*25,夏日的玫瑰,60000
,,,21,242,1900/6/1,2,24*24,聖紅逾勁,70000
,,,22,242,1900/6/1,2,23*23,含香,80000
,,,23,242,1900/6/1,2,47*52,綠野仙蹤,240000
,,,24,242,1900/6/1,2,24*24,七月四日,70000
,,,25,242,1900/6/1,2,23*24,荷,60000
,,,26,242,1900/6/1,2,24*25,紫玫瑰,50000
,,,27,242,1900/6/1,2,27*27,松,50000
,,,28,242,1900/6/1,2,34*25,悠遊自得,60000
,,,29,242,1900/6/1,2,24*24,難得糊塗,50000
,,,30,242,1900/6/1,2,23*32,黃水仙皆我愛,70000
,,,4,242,1900/5/26,2,17*17,花雨,50000
,,,27,242,1900/5/26,2,15.5*14,願多多,40000
,,,28,242,1900/5/26,2,15.4*14,慶客來,40000
,,,29,242,1900/5/26,2,15.5*14,送給情人,40000
,,,30,242,1900/5/26,2,15.5*14,我的愛,40000
,2000,1,1,240,1900/6/10,1,8F,瑞里日出,48000
,2000,1,2,240,1900/6/10,1,12F,旭日東昇,72000
,2000,1,3,240,1900/6/10,1,10F,大雪山日出,60000
,1999,1,4,240,1900/6/10,1,8F,觀音山清晨,48000
,1999,1,5,240,1900/6/10,1,15F,平溪之晨,90000
,1999,1,6,171,1900/6/10,1,8F,玉山日出,224000
,1999,1,7,171,1900/6/10,1,6F,大阪城日出,168000
,2000,1,8,171,1900/6/10,1,6F,富士日出,168000
,2000,1,9,163,1900/6/10,1,6F,合歡晨曦,36000
,2000,1,10,163,1900/6/10,1,6F,日出雲海,36000
,1999,1,17,233,1900/6/10,1,30P,八里晨曦,180000
,1996,1,902,54,1900/6/10,1,2F,北海晨曦,
,2000,1,18,178,1900/6/10,1,10F,千禧龍朝陽,150000
,2000,1,19,178,1900/6/10,1,10P,盡享海韻伴日出,150000
,1994,1,20,79,1900/6/10,1,20F,龜山島之晨,200000
,1999,4,1,35,1900/7/5,1,12.5*8cm,晨裸,30000
,1999,4,2,35,1900/7/5,1,12.5*8cm,橘衣裸女,30000
,1999,4,3,35,1900/7/5,1,23*16cm,海灘裸女,42000
,1996,4,6,35,1900/7/5,1,4F,浴室,80000
,1996,4,7,35,1900/7/5,1,8F,紅布上裸女,144000
,1959,4,8,188,1900/7/5,1,4F,裸女坐像,120000
,1956,5,1,188,1900/6/28,1,4F,花,120000
,1965,1,2,188,1900/6/28,1,4F,鹿港小巷,120000
,1994,4,166,79,1901/1/2,1,3F,裸女寫生-1,39000
,1993,4,167,79,1901/1/2,1,3F,裸女寫生-2,39000
,1995,4,168,79,1901/1/2,1,3F,裸女寫生-3,39000
,1995,4,169,79,1901/1/2,1,3F,裸女寫生-4,39000
,1995,4,170,79,1901/1/2,1,3F,裸女寫生-5,39000
,1995,4,15,79,1900/7/5,1,3F,裸女寫生-6,39000
,1995,4,16,79,1900/7/5,1,3F,裸女寫生-7,39000
,1997,4,171,79,1901/1/2,1,3F,裸女寫生-8,39000
,1997,4,172,79,1901/1/2,1,3F,裸女寫生-9,39000
,1997,4,173,79,1901/1/2,1,3F,裸女寫生-10,39000
,1998,4,174,79,1901/1/2,1,3F,裸女寫生-11,39000
,1988,1,5,233,1900/8/26,1,20F,晨風,140000
,1999,1,19,245,1900/9/21,鉛筆素描,8k,九九峰震後,24000
,1999,1,1,186,1900/10/28,1,30F,飼雞,1500000
,2000,1,2,186,1900/10/28,1,30F,花園町,1500000
,2000,1,3,186,1900/10/28,1,30F,跳圈,1500000
,2000,1,4,186,1900/10/28,1,30F,水牛與牧童,1500000
,2000,1,5,186,1900/10/28,1,30F,故鄉,1500000
,1999,1,6,186,1900/10/28,1,30F,夜調,1500000
,1994,1,7,186,1900/10/28,1,30F,農村生活-2,1500000
,1999,1,8,186,1900/10/28,1,30F,歸途-3,1500000
,1996,1,9,186,1900/10/28,1,30F,台東小野柳-1,1500000
,1995,1,10,186,1900/10/28,1,30F,青色的鳥,1500000
,2000,1,11,186,1900/10/28,1,30F,灌肚蚆仔,1500000
,1999,1,12,186,1900/10/28,1,30F,寫信,1500000
,1996,1,13,186,1900/10/28,1,30F,台東小野柳-2,1500000
,1997,1,14,186,1900/10/28,1,30F,賽神,1500000
,1999,1,15,186,1900/10/28,1,30F,少女與牛,1500000
,1995,1,16,186,1900/10/28,1,30F,樹蔭,1500000
,1994,1,17,186,1900/10/28,1,30F,觀音山夕陽,1500000
,1994,1,18,186,1900/10/28,1,30F,扶桑花,1500000
,1964,1,19,186,1900/10/28,1,15M,海中竹筏,900000
,1994,1,20,186,1900/10/28,1,30F,農村少女,1500000
,1999,1,21,186,1900/10/28,1,30F,工作中的農民,1500000
,2000,1,22,186,1900/10/28,1,30F,春天,1500000
,1998,1,23,186,1900/10/28,1,30F,歸途-2,1500000
,1994,1,24,186,1900/10/28,1,30F,觀音山之晨,1500000
,1995,1,25,186,1900/10/28,1,30F,台北市,1500000
,2000,1,902,54,1900/12/31,1,4F,北濱村色,52000
,2000,1,903,54,1900/12/31,1,4F,河畔村屋,52000
,2000,1,908,54,1900/12/31,1,4F,村外梯田,52000
,2000,5,914,54,1900/12/31,1,1F,花季-7,20000
,1999,1,1,240,1901/1/2,1,4F,荷之秋舞,30000
,1999,1,2,240,1901/1/2,1,4F,靈隱禪寺(竹北),30000
,2000,1,3,240,1901/10/2,1,4F,淡水河口,30000
,2000,1,4,240,1901/1/2,1,4F,關渡船屋,30000
,2000,1,6,240,1901/1/2,1,4F,淡水河邊,30000
,1998,1,7,240,1901/1/2,1,4F,陽明山楓情,30000
,1998,1,9,240,1901/1/2,1,4F,嘉南秋色,30000
,2000,1,11,240,1901/1/2,1,4F,金瓜石海風,30000
,2000,1,12,256,1901/1/2,2,33*24CM,心靈角落-1,24000
,2000,1,13,256,1901/1/2,1,44*29CM,心靈角落-2,36000
,2000,1,14,145,1901/1/2,1,3F,早潮,60000
,2000,1,15,145,1901/1/2,1,3F,入港,60000
,2000,5,16,145,1901/1/2,1,3F,有餘,60000
,2000,1,18,145,1901/1/2,1,0F,迎光,22000
,2000,1,19,145,1901/1/2,1,0F,西子灣,22000
,2000,1,20,145,1901/1/2,1,0F,墾丁南灣,22000
,2000,1,21,145,1901/1/2,1,0F,日出,22000
,2000,1,22,145,1901/1/2,1,0F,高港燈塔,22000
,2000,1,24,215,1901/1/2,1,4F,中和市鐘樓,80000
,2000,1,25,215,1901/1/2,1,2F,北海南雅,40000
,2000,1,29,215,1901/1/2,1,2F,初夏,40000
,2000,1,30,215,1901/1/2,1,2F,野柳之夏,40000
,1999,5,31,224,1901/1/2,1,3F,花,39000
,2000,4,34,224,1901/1/2,1,3F,少女,39000
,2000,1,35,224,1901/1/2,1,3F,秋之景,39000
,1998,1,94,224,1902/1/12,1,3F,風景,39000
,1999,1,37,224,1901/1/2,1,3F,白城,39000
,1994,1,39,224,1901/1/2,1,3F,窗邊,39000
,1998,1,96,224,1902/1/12,1,3F,春湖,39000
,1998,4,41,224,1901/1/2,1,3F,裸女,39000
,2000,1,42,66,1901/1/2,1,4F,藍色夢幻,30000
,2000,1,43,66,1901/1/2,1,4F,午后,30000
,2000,1,46,66,1901/1/2,1,4F,笛聲,30000
,2000,5,4,233,1900/12/2,1,8F,秋夜,56000
,2000,5,5,233,1900/12/2,1,8P,秋日玫瑰,56000
,2000,1,6,83,1900/12/2,1,8F,玫瑰心景,160000
,2000,1,49,257,1901/1/2,1,4F,愛河,12000
,2000,1,50,238,1901/1/2,1,4F,淡江之春,20000
,2000,1,51,238,1901/1/2,1,4F,淡江之夏,20000
,2000,1,52,238,1901/1/2,1,4F,淡江之秋,20000
,2000,1,53,238,1901/1/2,1,4F,淡江之冬,20000
,2000,5,54,238,1901/1/2,1,4F,黃盆花,20000
,2000,5,55,238,1901/1/2,1,4F,白盆花,20000
,2000,5,56,238,1901/1/2,1,4F,澄盆花,20000
,2000,5,57,238,1901/1/2,1,4F,紅盆花,20000
,2000,5,58,238,1901/1/2,1,3F,夏荷-紫,15000
,2000,5,59,238,1901/1/2,1,3F,夏荷-澄,15000
,2000,5,60,238,1901/1/2,1,3F,夏荷-紅,15000
,2000,5,61,238,1901/1/2,1,3F,夏荷-黃,15000
,2000,5,63,238,1901/1/2,1,4F,鯖魚,20000
,2000,5,64,238,1901/1/2,1,2F,雙魚-1,12000
,2000,5,65,238,1901/1/2,1,2F,雙魚-2,12000
,2000,5,66,238,1901/1/2,1,2F,蟹,12000
,2000,1,71,178,1901/1/2,1,3F,千禧系列-玄武朝日,45000
,2000,1,72,178,1901/1/2,1,4F,千禧系列-日出(1),60000
,2000,5,74,178,1901/1/2,1,4F,藍瓶玫瑰,60000
,1997,5,76,178,1901/1/2,1,4F,馬頭,60000
,2000,3,79,3,1901/1/2,1,3F,小丑玩偶,75000
,2000,5,83,233,1901/1/2,1,3F,織花-1,24000
,2000,5,84,233,1901/1/2,1,3F,織花-2,24000
,2000,5,86,233,1901/1/2,1,3F,織花-4,24000
,2000,5,87,233,1901/1/2,1,3F,織花-5,24000
,2000,5,88,233,1901/1/2,1,3F,織花-6,24000
,2000,1,93,233,1901/1/2,1,4F,田野的風-1,28000
,2000,1,94,233,1901/1/2,1,4F,田野的風-2,28000
,2000,5,99,233,1901/1/2,1,4F,織花-7,28000
,2000,5,100,233,1901/1/2,1,4F,織花-8,28000
,2000,5,101,233,1901/1/2,1,4F,織花-9,28000
,2000,5,102,233,1901/1/2,1,4F,織花-10,28000
,1996,5,104,173,1901/1/2,1,4F,向日葵,20000
,1997,5,105,173,1901/1/2,1,4F,荷,20000
,2000,1,106,173,1901/1/2,1,4F,陽金公路,20000
,2000,4,107,214,1901/1/2,1,4F,裸姿-1,21000
,2000,4,108,214,1901/1/2,1,4F,裸姿-2,21000
,2000,4,109,214,1901/1/2,1,4F,裸姿-3,21000
,1999,4,111,214,1901/1/2,1,0F,臥裸,10000
,2000,4,112,214,1901/1/2,1,0F,坐裸,10000
,2000,1,127,171,1901/1/2,1,2F,赤傅士,56000
,2000,5,129,171,1901/1/2,1,1F,玫瑰,28000
,2000,1,131,171,1901/1/2,1,1F,西子灣,28000
,2000,1,132,171,1901/1/2,1,1F,華盛頓國會,28000
,2000,1,143,258,1901/1/2,1,4F,淡水風雲,20000
,2000,1,146,258,1901/1/2,1,4F,澎湖風微微,20000
,2000,1,148,258,1901/1/2,1,2F,西嶼風光,12000
,2000,1,150,258,1901/1/2,1,2F,夏日墾丁,12000
,2000,1,3,240,1901/1/2,1,4F,淡水河口,30000
,2000,5,113,163,1901/1/2,1,3F,窗邊瓶花,21000
,2000,5,114,163,1901/1/2,1,3F,窗邊小花,21000
,2000,1,115,163,1901/1/2,1,3F,花園,21000
,2000,1,116,163,1901/1/2,1,2F,菜瓜籐,14000
,2000,1,117,83,1901/1/2,1,5F,旭日,100000
,2000,1,118,83,1901/1/2,1,4F,嶺上晨光,80000
,2000,1,119,83,1901/1/2,1,4F,山麓之秋,80000
,2000,1,120,83,1901/1/2,1,4F,黃金大地,80000
,2000,5,121,83,1901/1/2,1,4F,紅葉,80000
,2000,1,122,83,1901/1/2,1,3F,新社風光,60000
,2000,1,123,83,1901/1/2,1,3F,遠眺達觀,60000
,2000,1,124,83,1901/1/2,1,3F,山頂早春,60000
,2000,1,125,83,1901/1/2,1,2F,山路,40000
,2000,1,154,238,1901/1/2,1,2F,淡江之春,12000
