SALE,YEAR,STYLE,ARTNO,ARTISTNO,INDATE,MATERIAL,SIZE,TOPIC,PRICE
,1994,1,5,204,1994/5/1,膠彩,15F,闔家歡,75000
,1994,1,8,215,1994/5/1,1,10F,哺育,100000
,1994,4,9,215,1994/5/1,1,10F,母與子,100000
,1994,1,10,201,1994/5/1,1,5P,思源,40000
,1994,1,11,201,1994/5/1,1,10P,愛的呼喚,80000
,1994,1,12,184,1994/5/1,1,15F,母親的心願,105000
,1994,1,13,184,1994/5/1,1,12F,採茶,84000
,1994,1,25,201,1994/4/9,1,10F,牛墟,80000
,1994,1,26,201,1994/4/9,1,5P,草地雙雄,40000
,1994,1,27,218,1994/4/9,1,10F,淡水三空泉,90000
,1957,3,902,57,1994/6/4,素描,,原住民少女,40000
,1960,1,904,57,1994/6/4,2,,新莊古屋,50000
,1983,4,8,57,1994/6/4,速寫,,裸女,30000
,1984,4,13,57,1994/6/4,速寫,,裸女,30000
,1993,4,14,57,1994/6/4,速寫,,裸女,30000
,1981,3,15,57,1994/6/4,速寫,,畫友,30000
,1982,3,16,57,1994/6/4,素描,,女像,30000
,1984,4,18,57,1994/6/4,速寫,,裸女,30000
,1978,4,20,57,1994/6/4,素描雙面,,裸女,40000
,1978,4,21,57,1994/6/4,素描,,裸女,30000
,1981,4,22,57,1994/6/4,素描,,裸女,30000
,1983,4,24,57,1994/6/4,素描,,裸女,30000
,1981,4,26,57,1994/6/4,素描,,裸女,30000
,1981,4,28,57,1994/6/4,素描,,裸女,30000
,1955,4,29,57,1994/6/4,素描,,裸女,40000
,1960,1,30,57,1994/6/4,2,,廟前牛隻,50000
,1981,4,33,57,1994/6/4,素描,,裸女,30000
,1994,5,901,178,1994/11/26,1,6F,玫瑰花-1,60000
,1994,1,36,25,1994/12/24,1,2F,嘉義公園-2,24000
,1994,1,55,173,1994/12/24,1,1F,太平境,5000
,1994,1,56,173,1994/12/24,1,3F,秀姑鸞溪,13500
,1994,1,57,173,1994/12/24,1,3F,蘭陽平原,13500
,1994,1,58,173,1994/12/24,1,3F,觀音山,13500
,1994,1,59,173,1994/12/24,1,3F,風景,13500
,1994,1,60,173,1994/12/24,1,3F,台南社教館,13500
,1994,4,61,173,1994/12/24,1,4F,裸女,18000
,1994,4,117,79,1994/12/24,1,3F,裸男,39000
,1994,4,118,79,1994/12/24,1,3F,裸女-1,39000
,1994,4,119,79,1994/12/24,1,3F,裸女-2,39000
,1991,4,120,79,1994/12/24,1,3F,裸女-3,39000
,1994,4,121,79,1994/12/24,1,3F,裸女-4,39000
,1994,4,122,79,1994/12/24,1,3F,裸女-5,39000
,1994,4,123,79,1994/12/24,1,3F,裸女-6,39000
,1994,4,124,79,1994/12/24,1,3F,裸女-7,39000
,1994,4,125,79,1994/12/24,1,3F,裸女-8,39000
,1994,4,126,79,1994/12/24,1,3F,裸女-9,39000
,1987,5,128,178,1994/12/24,1,4F,白花,48000
,1994,5,129,178,1994/12/24,1,4F,藍色瓶子,48000
,1991,1,2,65,1994/3/31,1,4P,史博館,32000
,1993,4,902,134,1993/4/2,2,1P,挖礦,15000
,1952,5,25,221,1994/9/17,1,8P,海魚,280000
,1967,1,27,221,1994/9/17,1,15P,海螺,525000
,1956,1,11,57,1994/10/8,1,20P,第九水門,1400000
,1982,1,14,57,1994/10/8,1,2P,公園一角,140000
,1995,1,1,223,1995/2/22,1,3F,嘉義車站的表情1.紅,19500
,1995,1,2,223,1995/2/22,1,3F,嘉義車站的表情2.藍,19500
,1995,1,3,223,1995/2/22,1,3F,嘉義車站的表情3.綠,19500
,1994,3,4,215,1995/2/22,1,10F,台灣人的悲哀,100000
,1994,3,6,215,1995/2/22,1,10F,望兒歸,120000
,1994,1,7,215,1995/2/22,1,10F,善惡分明,100000
,1994,1,8,215,1995/2/22,1,10P,變天,100000
,1994,1,9,215,1995/2/22,1,25P,樂園,250000
,1994,1,10,136,1995/2/22,1,50F,228的悲哀,1000000
,1965,1,11,186,1995/2/22,1,30F,迪化街,1200000
,1993,1,12,186,1995/2/22,1,30F,鳳凰木花開時,0
,1987,1,13,25,1995/2/22,1,60F,聖火何去何從,600000
,1976,1,14,25,1995/2/22,1,50F,閉,500000
,1994,5,15,57,1995/2/22,1,6F,紅公師,420000
,1991,1,1,196,1995/4/29,1,15P,武陵農場,75000
,1994,5,2,178,1995/3/18,1,8P,百合,80000
,1994,1,901,8,1995/4/8,1,20P,晨曦,180000
,1994,1,3,8,1995/4/8,1,20P,灣潭山水,180000
,1995,1,14,8,1995/4/8,1,6F,台東黃牛,60000
,,1,19,225,1995/4/30,3,51*38cm,鄉間小屋,20000
,,1,20,225,1995/4/30,3,48*38cm,溫柔的夜,16000
,,3,22,225,1995/4/30,3,48*36cm,貓,16000
,,1,25,225,1995/4/30,3,43*32cm,春光,18000
,,1,28,225,1995/4/30,3,48*33cm,原野之春,20000
,,1,33,226,1995/4/30,1,10F,冰湖映瑞雪,60000
,,5,43,227,1995/4/30,1,50*40cm,果實累累,80000
,,5,44,227,1995/4/30,1,12P,葡桃美酒,72000
,,1,46,227,1995/4/30,1,50*44cm,落葉飄飄,60000
,,5,901,226,1995/4/30,1,4P,瓶花(043095-62),20000
,0,5,902,226,1995/4/30,1,4P,花枝招展(043095-63),20000
,,5,67,226,1995/4/30,1,12F,窗前花色,72000
,,1,47,228,1995/4/30,1,51*48cm,待客,50000
,,1,64,230,1995/4/30,1,5P,莫斯科林間,25000
,,1,65,230,1995/4/30,1,6F,冬雪,30000
,1949,5,1,186,1995/6/10,1,10F,花,500000
,1953,1,2,186,1995/6/10,1,10F,聖誕夜,500000
,1942,1,4,186,1995/6/10,1,非賣品,少女與街,0
,1942,1,5,186,1995/6/10,1,非賣品,蓮池(一),0
,1943,5,6,186,1995/6/10,1,15M,石榴,750000
,1962,5,7,186,1995/6/10,1,15M,靜物(二),750000
,1969,1,8,186,1995/6/10,1,30F,迪化街(四),1200000
,1993,1,9,186,1995/6/10,1,30F,山地生活,1200000
,1951,1,10,186,1995/6/10,1,30F,夢(一),1200000
,1953,1,11,186,1995/6/10,1,30F,沉思,1200000
,1967,1,12,186,1995/6/10,1,30F,萬華,1200000
,1968,1,13,186,1995/6/10,1,30F,迪化街,1200000
,1949,1,14,186,1995/6/10,1,30F,蓮池(二),1200000
,1993,1,16,186,1995/6/10,1,30F,舊庭園,1200000
,1969,1,17,186,1995/6/10,1,30F,玉山(二),1050000
,1973,1,18,186,1995/6/10,1,30F,山水與花(二),1050000
,1993,1,19,186,1995/6/10,1,30F,淡水回憶,1200000
,1973,1,20,186,1995/6/10,1,30F,維納斯誕生(二),1200000
,1976,1,21,186,1995/6/10,1,30F,牛郎織女,1200000
,1954,1,22,186,1995/6/10,1,30F,紐約之夜天空,1200000
,1955,1,23,186,1995/6/10,1,30F,Berkeley回想,1200000
,1975,1,24,186,1995/6/10,1,30F,山湖,1050000
,1967,1,15,186,1995/6/10,1,30F,蓮池(三),1200000
,1995,1,43,201,1995/8/18,1,4F,雨後的寧靜,36000
,1995,1,44,201,1995/8/18,1,3F,覓(鶴),27000
,1995,1,46,201,1995/8/18,1,3F,涼一夏,27000
,1995,1,47,201,1995/8/18,1,3F,步步高昇,27000
,1994,1,11,196,1995/9/16,1,50F,玉山初雪,250000
,1995,4,28,35,1995/12/9,1,0F,海灘(7575-02),30000
,1995,5,55,35,1995/12/9,1,1F,紅花(7575-06),30000
,1995,5,56,35,1995/12/9,1,1F,菊花(7575-07),30000
,1992,4,25,35,1995/12/9,1,3P,臥室(7575-23),48000
,1992,4,31,35,1995/12/9,1,3P,臥室(7575-26),48000
,1992,4,38,35,1995/12/9,1,3P,臥室(7575-27),48000
,1995,4,35,35,1995/12/9,1,3F,臥室(7575-36),48000
,1992,4,37,35,1995/12/9,1,3F,臥室(7575-39),48000
,1992,4,39,35,1995/12/9,1,3F,臥室(7575-40),48000
,1993,4,62,35,1995/12/9,1,3F,臥室(7575-41),48000
,1992,4,60,35,1995/12/9,1,3F,海灘(7575-43),48000
,1992,4,61,35,1995/12/9,1,3F,海灘(7575-44),48000
,1995,5,27,35,1995/12/9,1,3F,向日葵(7575-59),48000
,1992,4,57,35,1995/12/9,1,4M,臥室(7575-59),64000
,1992,4,58,35,1995/12/9,1,4P,臥室(7575-49),64000
,1992,4,59,35,1995/12/9,1,4P,臥室(7575-51),64000
,1992,4,64,35,1995/12/9,1,4P,臥室(7575-53),64000
,1992,4,65,35,1995/12/9,1,4P,臥室(7575-54),64000
,1993,5,63,35,1995/12/9,1,4F,水果(0309-41),64000
,1994,5,66,35,1995/12/9,1,6F,蘋果(1655-48),96000
,1994,1,24,35,1995/12/9,1,6F,玫瑰與蝴蝶(0372-76),96000
,1994,4,33,35,1995/12/9,1,8P,乳房(1655-37),128000
,1995,5,36,35,1995/12/9,1,12F,紅玫瑰(1655-77),192000
,,4,6,224,1995/12/9,1,4F,鳥語,40000
,,1,8,224,1995/12/9,1,4F,秋裝,40000
,,5,9,224,1995/12/9,1,4F,花,40000
,,3,14,225,1995/12/9,膠彩,8P,撫,64000
,,5,15,225,1995/12/9,膠彩,10P,玫瑰花,80000
,,5,16,225,1995/12/9,膠彩,5P,卡多利雅,40000
,,1,17,161,1995/12/9,1,4F,羅馬的紅顏,24000
,,1,18,161,1995/12/9,1,4F,巴黎舊市,24000
,,1,19,161,1995/12/9,1,6F,藍白一景,33000
,,1,20,161,1995/12/9,1,6F,飄落葉庭院,33000
,,1,21,226,1995/12/9,1,4F,奧地利鄉村,20000
,,5,22,226,1995/12/9,1,4F,靜物-1,20000
,,5,23,226,1995/12/9,1,4F,靜物-2,20000
,,4,40,227,1995/12/9,4,9/9/26cm,曲線-1(銅雕),28000
,,4,41,227,1995/12/9,4,14/9/12,山巒(銅雕),10000
,,4,42,227,1995/12/9,4,13/4/4,寶貝(銅雕),9000
,,,43,228,1995/12/9,陶藝,33/14/11,蓋罐,25000
,,,44,228,1995/12/9,陶藝,25/25/8,盤,9000
,,,45,228,1995/12/9,陶藝,25/25/8,容器,15000
,,4,46,229,1995/12/9,3,17.5/28,恩愛,20000
,,4,47,229,1995/12/9,3,17.5/14,自憐,15000
,,4,48,229,1995/12/9,3,17.5/28,愛情,20000
,,4,49,229,1995/12/9,3,17.5/14,單思,15000
,,4,50,229,1995/12/9,3,17.5/14,陶醉,15000
,,,51,78,1995/12/9,陶藝,,雙豕文壺,25000
,,,52,78,1995/12/9,陶藝,,蓮塘,23000
,,,53,78,1995/12/9,陶藝,,秋水映晚天,16000
,,,54,78,1995/12/9,陶藝,,江霞,23000
,1995,1,5,203,1996/2/1,1,0P,貓尾崎,30000
,1995,1,6,203,1996/2/1,1,2P,淡水晚景,60000
,1995,4,8,215,1996/2/1,1,2F,海邊裸女,24000
,1995,1,9,215,1996/2/1,1,4F,歸(火燒島),40000
,1988,1,12,86,1996/2/1,1,4F,石碇風光,120000
,1995,1,901,136,1996/2/1,1,2F,喜氣洋洋,50000
,1995,1,15,136,1996/2/1,1,2F,河畔教堂,50000
,1995,1,22,199,1996/2/1,1,4F,秋晨,22000
,1994,5,902,178,1996/2/1,1,3P,紅目鰱,36000
,1995,5,25,178,1996/2/1,1,4F,玫瑰花,48000
,1996,1,903,13,1996/2/1,1,4F,牛墟-1,44000
,1995,1,44,201,1996/2/1,1,5P,印象羅馬,45000
,1995,1,45,201,1996/2/1,1,5P,春訊,45000
,1995,4,53,35,1996/2/1,1,3F,姿色,48000
,1995,4,54,35,1996/2/1,1,3F,乳房,48000
,1995,5,56,204,1996/2/1,膠彩,4F,過年,28000
,1995,5,57,204,1996/2/1,1,4F,元宵,28000
,1995,5,58,204,1996/2/1,1,4F,清明,28000
,1995,5,59,204,1996/2/1,1,4F,端午,28000
,1995,5,60,204,1996/2/1,1,4F,七夕,28000
,1995,5,61,204,1996/2/1,1,4F,中元,28000
,1995,5,62,204,1996/2/1,1,4F,中秋,28000
,1995,5,63,204,1996/2/1,1,4F,重陽,28000
,1995,5,64,204,1996/2/1,1,4F,冬至,28000
,1995,5,65,204,1996/2/1,1,4F,除夕,28000
,1995,1,905,8,1996/2/1,1,4F,鴉寮,40000
,1995,1,71,8,1996/2/1,1,4F,紅面鴨,40000
,1995,1,74,230,1996/2/1,1,6F,湖邊,24000
,1995,1,81,222,1996/2/1,1,4F,未插秧水田-1,12000
,1995,3,1,204,1995/12/27,膠彩,20F,白衣觀音,120000
,1995,1,90,8,1996/2/1,1,3F,白鷺鷥-1,30000
,1995,1,91,8,1996/2/1,1,3F,白鷺鷥-2,30000
,1995,1,95,199,1996/2/1,1,4F,荷蘭,22000
,1995,1,96,199,1996/2/1,1,4F,荷蘭農家,22000
,1995,1,97,199,1996/2/1,1,4F,堤外風景,22000
,1995,5,98,199,1996/2/1,1,4F,瓶香,22000
,1995,4,101,35,1996/2/1,1,3F,背影,48000
,1995,1,102,136,1996/2/1,1,2F,牡鹿,50000
,1995,1,107,215,1996/2/1,1,4F,火燒島風采,40000
,1995,1,1,196,1996/1/5,1,30P,福壽山農場,150000
,1995,1,110,178,1996/2/1,1,4F,龍峒,48000
,1995,1,111,13,1996/2/1,1,4F,內門古厝,44000
,1995,1,112,13,1996/2/1,1,4F,村徑,44000
,1995,1,115,203,1996/2/1,1,0P,村莊,25000
,1995,5,906,175,1996/2/1,1,2F,山茶花,40000
,1996,1,126,8,1996/2/1,1,4F,阿母坪風景,40000
,1995,5,5,35,1996/3/2,1,0F,牡丹,25000
,1991,1,8,203,1996/6/15,1,10F,蘇州霧雨,300000
,1996,1,9,203,1996/6/15,1,8P,海邊,240000
,1996,1,10,203,1996/6/15,1,8P,坪林風光,240000
,1996,5,11,173,1996/6/15,1,10F,春天的花朵,35000
,1996,5,12,173,1996/6/15,1,10F,海芋之光,35000
,1996,5,13,173,1996/6/15,1,8F,玩偶的天空,27000
,1996,1,14,215,1996/6/15,1,10F,樁米,100000
,1996,1,15,215,1996/6/15,1,8F,嘉義吳鳳廟,80000
,1996,1,15,215,1996/6/15,1,8P,火燒島,80000
,1996,1,22,199,1996/6/15,1,10F,牛群,55000
,1996,1,23,199,1996/6/15,1,10F,聖母院,55000
,1996,5,24,199,1996/6/15,1,10F,曼陀林雙重奏,55000
,1996,4,25,199,1996/6/15,1,10F,格布上裸女,55000
,1996,4,26,199,1996/6/15,1,10F,室內裸女,55000
,1996,1,28,201,1996/6/15,1,10P,門神,90000
,1996,1,29,201,1996/6/15,1,5F,台中公園,45000
,1996,1,30,201,1996/6/15,1,4F,打陀螺,36000
,1996,1,31,201,1996/6/15,1,5F,植物園早晨,45000
,1996,1,45,201,1996/6/15,1,10F,大進擊,90000
,1996,4,36,35,1996/6/15,1,8F,浴室vs.蘭花,128000
,1996,4,37,35,1996/6/15,1,10F,浴室vs.鬱金香,160000
,1994,1,38,35,1996/6/15,1,10F,鬱金香.蠅,160000
,1992,4,39,35,1996/6/15,1,10F,乳房與花,160000
,1996,5,40,35,1996/6/15,1,12F,蝴蝶蘭,192000
,1996,1,43,8,1996/6/15,1,20F,富基漁村,180000
,1996,1,36,231,1996/6/15,1,10F,台灣農村,30000
,1996,1,901,54,1996/5/31,1,10F,鄉間小路,100000
,1996,1,903,54,1996/5/31,1,2F,海的寫生-3,24000
,1996,5,901,54,1996/5/30,1,8F,瓶花,80000
,1996,1,901,54,1996/4/13,1,10F,濱海日記-2,100000
,1996,1,1,8,1996/7/11,1,12P,石滬角之林,108000
,1996,1,3,8,1996/7/11,1,30P,天母之美,270000
,1993,5,1,8,1996/9/7,1,8F,百合花,80000
,1996,5,2,8,1996/9/7,1,10F,有水蜜桃的靜物,100000
,1996,5,3,8,1996/9/7,1,12F,藍色壁紙,108000
,1996,5,9,8,1996/9/7,1,12F,花開的季節,108000
,1996,5,908,160,1918/1/6,1,2F,藍布上花,40000
,1996,5,1,214,1996/12/11,1,8F,室內,52000
,1996,1,2,214,1996/12/11,1,8F,桔滿園,52000
,1996,1,3,214,1996/12/11,1,10F,波羅的海遠眺,65000
,1996,1,902,160,1997/1/9,1,3F,古厝與狗,54000
,1996,1,904,160,1997/1/9,1,3F,北歐風光,54000
,1996,1,43,160,1997/1/9,1,3F,丹麥港口,54000
,1996,1,44,160,1997/1/9,1,3F,北歐街景,54000
,1996,1,56,178,1997/1/9,1,0F,金色田園,15000
,1995,5,59,178,1997/1/9,1,3F,向日葵,36000
,1995,5,60,178,1997/1/9,1,4F,愛的玫瑰-直1,48000
,1995,5,61,178,1997/1/9,1,4F,愛的玫瑰-直2,48000
,1996,1,67,8,1997/1/9,1,4F,晨溪,40000
,1996,1,70,8,1997/1/9,1,4F,南橫山水,40000
,1996,1,73,8,1997/1/9,1,4F,大南仔溪邊,40000
,1996,4,83,175,1997/1/9,1,0F,臥裸女,22000
,1996,5,84,175,1997/1/9,1,0F,百合,22000
,1996,5,85,175,1997/1/9,1,0F,雙魚,22000
,1996,5,91,8,1997/1/9,1,1F,白色鬱金香,15000
,1996,5,99,75,1997/1/9,1,4F,綠瓶上的花,20000
,1996,5,103,178,1997/1/9,1,4F,玫瑰-橫,48000
,,1,901,175,1992/4/11,1,6F,富崗,120000
,1997,5,6,178,1997/3/8,1,8F,昌吉來,88000
,1997,5,7,178,1997/3/8,1,8F,梨與桃,88000
,1997,5,12,8,1997/3/8,1,12F,大紅蟳,108000
,1997,5,13,8,1997/3/8,1,10F,海鮮,100000
,1989,5,9,3,1997/3/8,1,4F,玫瑰-1,80000
,1994,5,10,3,1997/3/8,1,4F,玫瑰-2,80000
,1990,1,1,175,1997/3/20,1,10P,觀音山暮色,180000
,1991,1,901,160,1992/5/9,1,40F,午后,800000
,1989,1,902,160,1909/1/1,1,12F,初秋(030592-),240000
,1996,1,908,160,1996/9/7,1,8F,舊屋,144000
,1996,5,910,160,1996/9/7,1,4F,魚,72000
,1991,1,901,86,1909/1/1,1,12P,遠眺九份(121491-),360000
,1993,1,2,235,1997/9/6,1,30F,古典傳說,300000
,1993,1,5,235,1997/4/18,1,15F,倒影奇思,150000
,1993,1,7,235,1997/4/18,1,12F,水邊,120000
,1996,1,11,3,1997/4/18,1,8F,安平風光,160000
,1997,5,6,8,1997/4/3,1,4F,鬱金香與貝殼,40000
,1997,1,901,233,1909/1/1,1,10F,湖口老街(051097-18),90000
,1988,1,901,12,1996/3/8,1,6F,待春,60000
,1996,1,901,8,1996/6/15,1,8F,淡水風景,80000
,1996,1,2,196,1997/6/13,1,8F,萬里同漁港,48000
,1995,1,9,178,1997/6/13,1,30F,龍吟,330000
,1997,1,10,178,1997/6/13,1,10F,磯釣之樂,110000
,1996,1,3,236,1997/6/13,1,12P,旭日東昇,72000
,1996,1,5,236,1997/6/13,1,10F,大浪之前,60000
,1997,1,6,236,1997/6/13,1,15F,海的主旋曲,90000
,1997,1,7,236,1997/6/13,1,8F,萬里海岸,48000
,1997,1,8,236,1997/6/13,1,12M,基隆嶼長浪,72000
,1994,1,18,236,1997/6/13,1,3F,浪潮,20000
,1993,1,19,236,1997/6/13,1,3F,海邊綠地,20000
,1994,1,7,236,1997/7/12,1,15F,山之秋,90000
,1994,1,8,236,1997/7/12,1,10F,橫貫公路,60000
,1996,1,9,196,1997/7/12,1,10F,秋收後,60000
,1996,1,10,196,1997/7/12,1,30P,初冬福壽山,180000
,1996,1,11,196,1997/7/12,1,30P,暮色福壽山,180000
,1997,1,13,8,1997/7/12,1,15P,南橫斜陽,135000
,1995,1,18,3,1997/7/12,1,8F,孔廟一角,160000
,1997,5,19,3,1997/7/12,1,8F,綠瓶玫瑰,160000
,1995,1,1,235,1997/9/6,1,12F,翔,120000
,1994,5,3,235,1997/9/6,1,10F,白瓶.豔花,100000
,1993,1,901,235,1997/9/6,1,8F,夕陽.白帆.海波,88000
,1995,1,6,235,1997/9/6,1,10F,林中白屋,100000
,1991,1,8,235,1997/9/6,1,20F,春風,200000
,1995,1,11,235,1997/9/6,1,20F,郊景,200000
,1994,5,15,235,1997/9/6,1,10F,靜物,100000
,1995,1,16,235,1997/9/6,1,8F,小鎮風光,88000
,1995,1,22,235,1997/9/6,1,10F,落葉,100000
,1985,1,901,206,1997/10/4,2,6P,山道樹林,60000
,1974,1,5,206,1997/10/4,2,8P,士林芝山巖,64000
,1990,1,902,206,1909/1/1,2,10P,淡水觀音山(100197-),100000
,1988,5,23,206,1997/10/4,2,8F,粉紅薔薇,64000
,1974,1,24,206,1997/10/4,2,40P,台灣農村,400000
,1976,1,36,206,1997/10/4,2,10P,台南巷弄,70000
,1997,1,2,8,1997/10/25,1,25p,風水傳說,225000
,1997,1,3,8,1997/10/25,1,10p,竹北農村,100000
,1997,1,7,8,1997/10/25,1,30p,富貴角燈塔,270000
,1997,1,14,8,1997/10/25,1,12p,社口,108000
,1997,1,15,8,1997/10/25,1,10p,恆春海邊,100000
,1997,1,16,8,1997/10/25,1,8F,墾丁船帆石,80000
,1997,1,17,8,1997/10/25,1,12p,鴨寮溪,108000
,1997,1,18,8,1997/10/25,1,12F,美濃雙桂第,108000
,1997,1,20,8,1997/10/25,1,12p,水牛車,108000
,,,901,152,1997/10/2,1,,,
,1997,5,22,8,1997/10/25,1,8F,大貝殼,80000
,1997,5,23,8,1997/10/25,1,8F,甜椒,80000
,1996,1,1,2,1996/3/16,1,10P,淡水寫生,100000
,1980,5,6,206,1997/11/29,2,6P,三隻紅蝦,48000
,1996,5,7,4,1997/11/29,1,30F,室內靜物,600000
,1997,5,8,4,1997/11/29,1,6F,桔,120000
,1996,5,9,4,1997/11/29,1,10F,繡球花,200000
,1997,5,12,233,1997/11/29,1,15F,蓮霧,90000
,1997,5,14,54,1997/11/29,1,10F,桔梗花,110000
,1997,5,15,54,1997/11/29,1,5F,玫瑰,55000
,1995,5,1,205,1998/1/3,1,4F,花,48000
,1990,1,2,205,1998/1/3,1,4F,屏東龍坑,48000
,1996,1,4,205,1998/1/3,1,4F,壁,48000
,1997,1,8,8,1998/1/3,1,4F,晨景,40000
,1997,1,9,8,1998/1/3,1,4F,古井邊,40000
,1997,1,10,8,1997/1/3,1,4F,雞舍,40000
,1994,1,17,163,1998/1/3,1,3F,公園,16500
,1997,1,18,163,1998/1/3,1,3F,秋之古堡,16500
,1997,1,19,163,1998/1/3,1,4F,京都之秋,22000
,1997,5,20,163,1998/1/3,1,4F,年年有餘,22000
,1997,1,21,163,1998/1/3,1,4F,海邊,22000
,1997,5,22,197,1998/1/3,1,4F,花意,28000
,1997,1,23,197,1998/1/3,1,4F,鹿港,28000
,1997,1,26,83,1998/1/3,1,3F,池影,60000
,1996,1,27,83,1998/1/3,1,3F,小溪,60000
,1997,1,30,3,1998/1/3,1,3F,孔廟之晨,60000
,1997,5,33,3,1998/1/3,1,2F,瓶花,40000
,1997,1,35,3,1998/1/3,1,2F,安平一角,40000
,1997,1,36,3,1998/1/3,1,1F,安平古街,20000
,1997,1,40,233,1998/1/3,1,5F,歸,25000
,1997,1,41,199,1998/1/3,1,4F,初看溫哥華,22000
,1997,1,42,199,1998/1/3,1,4F,溫哥華暮色,22000
,1997,1,43,199,1998/1/3,1,4F,伊莉沙白公園,22000
,1997,1,45,199,1998/1/3,1,4F,街頭藝人,22000
,1997,4,46,199,1998/1/3,1,4F,少女,22000
,1997,4,47,199,1998/1/3,1,4F,裸女-1,22000
,1997,4,48,199,1998/1/3,1,4F,裸女-2,22000
,1997,4,49,199,1998/1/3,1,4F,裸女-3,22000
,1997,4,50,199,1998/1/3,1,4F,裸女-4,22000
,1997,1,52,54,1998/1/3,1,4F,淡水風光,48000
,1997,1,53,54,1998/1/3,1,4F,鄉村小景,48000
,1997,1,54,222,1998/1/3,1,3F,農村遠眺-1,12000
,1997,1,55,222,1998/1/3,1,3F,農村遠眺-2,12000
,1997,1,56,222,1998/1/3,1,3F,豐收的季節,12000
,1997,1,58,222,1998/1/3,1,4F,早春,16000
,1997,1,65,236,1998/1/3,1,5F,向海百合,30000
,1997,1,66,236,1998/1/3,1,5F,百合霞光,30000
,1997,1,68,236,1998/1/3,1,2F,浪花,12000
,1997,5,70,178,1998/1/3,1,4F,馬頭魚.參魚,48000
,1997,5,71,178,1998/1/3,1,3F,由魚.鶴鱵,36000
,1997,5,72,178,1998/1/3,1,3F,紅目鰱,36000
,1997,5,73,178,1998/1/3,1,4F,赤鱆.龍占,48000
,1997,5,74,178,1998/1/3,1,1F,魚,20000
,1997,5,79,175,1998/1/3,1,0P,西洋花,22000
,1997,5,80,175,1998/1/3,1,0P,玫瑰-1,22000
,1997,5,81,175,1998/1/3,1,0P,瓶花,22000
,1997,5,901,175,1998/1/3,1,0P,花,22000
,1997,4,84,175,1998/1/3,1,0P,裸女,22000
,1997,4,85,175,1998/1/3,1,0P,少女,22000
,1997,1,87,175,1998/1/3,1,0P,淡水一景-2,22000
,1997,1,88,175,1998/1/3,1,0P,觀音山晚霞,22000
,1997,1,90,175,1998/1/3,1,3F,九份,45000
,1997,5,91,175,1998/1/3,1,2F,魚,30000
,1997,5,92,175,1998/1/3,2,0號,鮮味,12000
,1997,5,93,175,1998/1/3,2,0號,蓮霧,12000
,1997,5,94,175,1998/1/3,1,0號,茄子,12000
,1997,5,95,175,1998/1/3,2,0號,青椒,12000
,1997,1,96,175,1998/1/3,2,0號,小羊,12000
,1997,1,97,13,1998/1/3,1,4F,農耕,44000
,1997,1,98,13,1998/1/3,1,4F,農村一景,44000
,1997,1,99,13,1998/1/3,1,4F,歸途-1,44000
,1997,1,100,13,1998/1/3,1,4F,歸途-2,44000
,1997,1,102,13,1998/1/3,1,4F,母子情深,44000
,1997,1,11,8,1998/1/3,1,4F,雞園,40000
,1997,1,44,199,1998/1/3,1,4F,漁人港,22000
,1997,5,110,8,1998/1/3,1,1F,花菱草,15000
,1997,5,113,54,1998/1/3,1,1F,鬱金香,18000
,1996,1,1,3,1998/2/28,1,10F,府城裊瞰,200000
,1996,6,2,57,1998/2/28,1,20F,一世紀,1400000
,1997,6,3,57,1998/2/28,1,25F,日出--黑天暗地,1750000
,1997,6,4,57,1998/2/28,1,25F,日落--有光明,1750000
,1998,1,5,186,1998/2/28,1,30F,悲情,1500000
,1995,1,6,186,1998/2/28,1,30F,中秋暝,1500000
,1994,1,7,186,1998/2/28,1,30F,故鄉情,1500000
,1997,1,9,215,1998/2/28,1,10P,光明在望,200000
,1996,1,10,215,1998/2/28,1,20F,嘉義車站,400000
,1997,1,11,237,1998/2/28,1,140F,228事件-1緝煙現場,0
,1998,1,12,237,1998/2/28,1,100F,228事件-2大遊行,2000000
,1963,1,12,3,1998/2/28,1,20F,風暴後,400000
,1963,1,14,3,1998/2/28,1,8P,孔廟禮門,160000
,1996,1,1,3,1998/2/28,1,10F,遠眺,200000
,1989,1,16,3,1998/2/28,1,20F,赤崁樓,400000
,1996,1,18,3,1998/2/28,1,6F,花,120000
,1993,1,901,88,1993/9/1,1,4P,淡水老街,24000
,1998,1,1,236,1998/9/5,1,12F,星期天下午,84000
,1998,1,2,236,1998/9/5,1,15F,大船入港,90000
,1993,1,3,236,1998/9/5,1,20F,起浪前一刻,120000
,1996,1,4,236,1998/9/5,1,50F,與浪競賽,300000
,1995,1,5,236,1998/9/5,1,15F,黃金沙灘,90000
,1994,1,6,236,1998/9/5,1,40F,視野,240000
,1998,1,7,236,1998/9/5,1,30F,深,180000
,1997,1,8,236,1998/9/5,1,10F,流-1,70000
,1997,1,9,236,1998/9/5,1,60*60cm,夕陽彩虹,90000
,1997,1,10,236,1998/9/5,1,15F,夕,90000
,1997,1,11,236,1998/9/5,1,15F,晨,90000
,1997,1,12,236,1998/9/5,1,10F,海與岩石,70000
,1997,1,13,236,1998/9/5,1,15M,海平線,90000
,1993,1,14,236,1998/9/5,1,10P,獨釣,70000
,1998,1,15,236,1998/9/5,1,12F,晨光,84000
,1998,1,16,236,1998/9/5,1,12P,熱,84000
